"model","lang","contrast","layer","estimate","SE","df","t.ratio","p.value","p.value.adj","layer_rel","layer_depth","p.value.signif","p.value.adj.signif"
"bert-base-uncased","en","diff - same","4",7.505736280974342,1.122623952599671,135.5117910451452,6.685886456986096,5.495542203240085e-10,1.099108440648017e-9,0.3333333333333333,"middle","***","***"
"bert-base-uncased","en","diff - same","5",7.9441193001739885,1.1226239525996713,135.5117910451452,7.076385001208743,7.210877068009744e-11,2.1632631204029234e-10,0.4166666666666667,"middle","***","***"
"bert-base-uncased","en","diff - same","6",8.550676961832949,1.122623952599671,135.5117910451452,7.616688510905244,4.014655126384297e-12,1.6058620505537188e-11,0.5,"middle","***","***"
"bert-base-uncased","en","diff - same","7",8.684110735430735,1.122623952599671,135.5117910451452,7.735547344523388,2.1038390965644123e-12,1.2623034579386473e-11,0.5833333333333334,"middle","***","***"
"bert-base-uncased","en","diff - same","8",8.825499636544954,1.1226239525996713,135.5117910451452,7.861492368934101,1.0567284618902596e-12,1.2623034579386473e-11,0.6666666666666666,"middle","***","***"
"bert-base-uncased","en","diff - same","9",7.890266574887014,1.1226239525996713,135.5117910451452,7.028414596548957,9.279388740709102e-11,2.2270532977701843e-10,0.75,"higher","***","***"
"bert-base-uncased","en","diff - same","10",7.045634194563895,1.1226239525996713,135.5117910451452,6.276041214200224,4.368144650592529e-9,7.488247972444334e-9,0.8333333333333334,"higher","***","***"
"bert-base-uncased","en","diff - same","11",5.920463695453823,1.122623952599671,135.5117910451452,5.273772826371421,5.153099761990294e-7,7.729649642985441e-7,0.9166666666666666,"higher","***","***"
"bert-base-uncased","en","diff - same","12",5.509420806036642,1.1226239525996713,135.5117910451452,4.907628055929523,2.6043992527973755e-6,3.1252791033568504e-6,1,"higher","***","***"
"bert-large-uncased","en","diff - same","1",0.9100949454176733,1.1611003106143902,154.40784183556747,0.783821119586215,0.43434579016198405,0.43434579016198405,0.041666666666666664,"lower","",""
"bert-large-uncased","en","diff - same","2",0.9819225559695617,1.1611003106144206,154.4078418355591,0.8456827950118769,0.39903832638277725,0.41638781883420234,0.08333333333333333,"lower","",""
"bert-large-uncased","en","diff - same","3",1.199367530523927,1.1611003106144206,154.4078418355591,1.03295772084434,0.3032388559878928,0.33080602471406484,0.125,"lower","",""
"bert-large-uncased","en","diff - same","4",2.1926592103360023,1.1611003106144206,154.4078418355591,1.8884321968493063,0.060843509688667405,0.06953543964419132,0.16666666666666666,"lower","",""
"bert-large-uncased","en","diff - same","5",3.8215026771801117,1.1611003106144209,154.4078418355591,3.2912769398518913,0.0012359888753332223,0.0015612491056840702,0.20833333333333334,"lower","**","**"
"bert-large-uncased","en","diff - same","6",4.131774696615944,1.1611003106144209,154.4078418355591,3.5584993465633707,4.9581482192608e-4,6.610864292347732e-4,0.25,"lower","***","***"
"bert-large-uncased","en","diff - same","7",4.505264284961033,1.1611003106144206,154.4078418355591,3.8801680128540985,1.5421074747954108e-4,2.6436128139349895e-4,0.2916666666666667,"lower","***","***"
"bert-large-uncased","en","diff - same","8",4.18841929479249,1.1611003106144209,154.4078418355591,3.607284621753394,4.173073004182264e-4,5.891397182374961e-4,0.3333333333333333,"middle","***","***"
"bert-large-uncased","en","diff - same","9",4.781801176428396,1.1611003106144206,154.4078418355591,4.118335972107358,6.199685627826502e-5,1.1445573466756619e-4,0.375,"middle","***","***"
"bert-large-uncased","en","diff - same","10",5.134484186432273,1.1611003106144209,154.4078418355591,4.422084930556303,1.8351282430983366e-5,4.003916166760007e-5,0.4166666666666667,"middle","***","***"
"bert-large-uncased","en","diff - same","11",6.024680536129504,1.1611003106144209,154.4078418355591,5.1887683441764105,6.566159222114221e-7,2.6264636888456885e-6,0.4583333333333333,"middle","***","***"
"bert-large-uncased","en","diff - same","12",6.11325588134099,1.1611003106144209,154.4078418355591,5.265054040082059,4.6257631046977364e-7,2.2203662902549136e-6,0.5,"middle","***","***"
"bert-large-uncased","en","diff - same","13",6.30985425155031,1.1611003106144209,154.4078418355591,5.43437478559567,2.101533796649579e-7,1.6812270373196633e-6,0.5416666666666666,"middle","***","***"
"bert-large-uncased","en","diff - same","14",6.853409094091699,1.1611003106144209,154.4078418355591,5.902512497361293,2.1929824031844705e-8,2.631578883821365e-7,0.5833333333333334,"middle","***","***"
"bert-large-uncased","en","diff - same","15",7.415208806758395,1.1611003106144209,154.4078418355591,6.38636364056649,1.896207017914062e-9,4.5508968429937483e-8,0.625,"middle","***","***"
"bert-large-uncased","en","diff - same","16",6.2337563068818405,1.1611003106144209,154.4078418355591,5.368835276241651,2.857409145865973e-7,1.714445487519584e-6,0.6666666666666666,"middle","***","***"
"bert-large-uncased","en","diff - same","17",5.981974291601791,1.1611003106144209,154.4078418355591,5.1519875043667005,7.765175455686756e-7,2.6623458705211735e-6,0.7083333333333334,"higher","***","***"
"bert-large-uncased","en","diff - same","18",5.879683905127383,1.1611003106144209,154.4078418355591,5.063889701326515,1.1567963733175672e-6,3.084790328846846e-6,0.75,"higher","***","***"
"bert-large-uncased","en","diff - same","19",5.895486022899943,1.1611003106144209,154.4078418355591,5.077499307342552,1.0880311697334927e-6,3.084790328846846e-6,0.7916666666666666,"higher","***","***"
"bert-large-uncased","en","diff - same","20",5.7246026516400095,1.1611003106144209,154.4078418355591,4.930325656885506,2.098837901435926e-6,5.037210963446222e-6,0.8333333333333334,"higher","***","***"
"bert-large-uncased","en","diff - same","21",5.067457093841748,1.1611003106144209,154.4078418355591,4.364357710971755,2.3236333067154622e-5,4.6472666134309244e-5,0.875,"higher","***","***"
"bert-large-uncased","en","diff - same","22",4.440763200635525,1.1611003106144209,154.4078418355591,3.824616323016571,1.8966026797878442e-4,3.034564287660551e-4,0.9166666666666666,"higher","***","***"
"bert-large-uncased","en","diff - same","23",3.3426455751335964,1.1611003106144209,154.4078418355591,2.8788602884489496,0.004557710641080112,0.005469252769296135,0.9583333333333334,"higher","**","**"
"bert-large-uncased","en","diff - same","24",4.242002383769715,1.1611003106144209,154.4078418355591,3.653433165929453,3.539601135562112e-4,5.309401703343168e-4,1,"higher","***","***"
"deberta-v3-base","en","diff - same","1",3.874165566986241,1.3104583682933115,190.84564111928162,2.9563438722832522,0.003505948684738399,0.003505948684738399,0.08333333333333333,"lower","**","**"
"deberta-v3-base","en","diff - same","2",6.01879541904075,1.3104583682933262,190.84564111927904,4.5928932690012285,7.923188266189612e-6,9.507825919427534e-6,0.16666666666666666,"lower","***","***"
"deberta-v3-base","en","diff - same","3",7.601364904035471,1.310458368293326,190.84564111927904,5.800539023559444,2.7048260156826928e-8,6.904291615026092e-8,0.25,"lower","***","***"
"deberta-v3-base","en","diff - same","4",8.723371654631405,1.310458368293326,190.84564111927645,6.656733144443405,2.8945187363681183e-10,3.473422483641742e-9,0.3333333333333333,"middle","***","***"
"deberta-v3-base","en","diff - same","5",8.000131514628741,1.310458368293326,190.84564111927645,6.104834543540443,5.637418649526386e-9,3.382451189715832e-8,0.4166666666666667,"middle","***","***"
"deberta-v3-base","en","diff - same","6",7.585418846886341,1.3104583682933257,190.84564111927904,5.78837071853355,2.8767881729275388e-8,6.904291615026092e-8,0.5,"middle","***","***"
"deberta-v3-base","en","diff - same","7",7.513951795227072,1.3104583682933262,190.84564111927645,5.733834799355631,3.7881704041573925e-8,7.576340808314785e-8,0.5833333333333334,"middle","***","***"
"deberta-v3-base","en","diff - same","8",7.312156099301135,1.3104583682933262,190.84564111927645,5.579846163922103,8.163827864521056e-8,1.3995133482036097e-7,0.6666666666666666,"middle","***","***"
"deberta-v3-base","en","diff - same","9",6.839791537394209,1.3104583682933257,190.84564111927904,5.219388652767356,4.6614591130690716e-7,6.215278817425429e-7,0.75,"higher","***","***"
"deberta-v3-base","en","diff - same","10",7.666946326649964,1.3104583682933262,190.84564111927904,5.85058366763303,2.0973257577854312e-8,6.904291615026092e-8,0.8333333333333334,"higher","***","***"
"deberta-v3-base","en","diff - same","11",7.08336714786093,1.3104583682933262,190.84564111927645,5.405259197273046,1.917035268970958e-7,2.875552903456437e-7,0.9166666666666666,"higher","***","***"
"deberta-v3-base","en","diff - same","12",4.668120092200312,1.310458368293326,190.84564111927645,3.562204038789751,4.644397314710928e-4,5.066615252411922e-4,1,"higher","***","***"
"deberta-v3-base","zh","diff - same","1",-0.02070926034183104,0.6187602999780677,236.82832653606243,-0.033468954524983406,0.9733288130321271,0.9733288130321271,0.08333333333333333,"lower","",""
"deberta-v3-base","zh","diff - same","2",-0.040534165812921574,0.6187602999780476,236.82832653606243,-0.06550867244449854,0.9478242655101712,0.9733288130321271,0.16666666666666666,"lower","",""
"deberta-v3-base","zh","diff - same","3",0.3740448638561696,0.6187602999780476,236.82832653606243,0.6045068888056327,0.5460853854792711,0.6553024625751253,0.25,"lower","",""
"deberta-v3-base","zh","diff - same","4",1.3068163564774682,0.6187602999780476,236.82832653606243,2.111991277597854,0.03573477606372946,0.047646368084972614,0.3333333333333333,"middle","*","*"
"deberta-v3-base","zh","diff - same","5",2.2282902930721478,0.6187602999780476,236.82832653606243,3.6012172939201226,3.858246158088273e-4,5.787369237132409e-4,0.4166666666666667,"middle","***","***"
"deberta-v3-base","zh","diff - same","6",2.559059777046911,0.6187602999780475,236.82832653606243,4.1357853390686214,4.91498162815876e-5,9.82996325631752e-5,0.5,"middle","***","***"
"deberta-v3-base","zh","diff - same","7",2.7132745038834187,0.6187602999780476,236.82832653606243,4.385017112409572,1.7452281241526234e-5,4.188547497966296e-5,0.5833333333333334,"middle","***","***"
"deberta-v3-base","zh","diff - same","8",3.093379880966808,0.6187602999780476,236.82832653606243,4.999318607022065,1.1195811211381094e-6,3.3587433634143283e-6,0.6666666666666666,"middle","***","***"
"deberta-v3-base","zh","diff - same","9",3.1053035919206646,0.6187602999780476,236.82832653606243,5.018588930205824,1.0227093645622057e-6,3.3587433634143283e-6,0.75,"higher","***","***"
"deberta-v3-base","zh","diff - same","10",3.464745624665289,0.6187602999780475,236.82832653606243,5.599495676739784,5.936306798137496e-8,7.123568157764996e-7,0.8333333333333334,"higher","***","***"
"deberta-v3-base","zh","diff - same","11",3.257486243996253,0.6187602999780475,236.82832653606243,5.264536596985655,3.1504409170800044e-7,1.8902645502480026e-6,0.9166666666666666,"higher","***","***"
"deberta-v3-base","zh","diff - same","12",2.5242077447056506,0.6187602999780476,236.82832653606243,4.0794597597732185,6.170560665408454e-5,1.0578103997843064e-4,1,"higher","***","***"
"deberta-v3-large","en","diff - same","1",2.6766743998344493,1.0817244999631312,208.42252487224061,2.4744511194168934,0.01414248614742884,0.01414248614742884,0.041666666666666664,"lower","*","*"
"deberta-v3-large","en","diff - same","2",3.7920741619193308,1.0817244999630877,208.42252487225608,3.505582208823716,5.577424025650708e-4,6.374198886457952e-4,0.08333333333333333,"lower","***","***"
"deberta-v3-large","en","diff - same","3",3.6747541534555346,1.0817244999630877,208.42252487225608,3.397125750208052,8.155546863504724e-4,8.896960214732425e-4,0.125,"lower","***","***"
"deberta-v3-large","en","diff - same","4",4.42157741915228,1.0817244999630877,208.42252487225608,4.087526370441974,6.222512227554449e-5,9.333768341331673e-5,0.16666666666666666,"lower","***","***"
"deberta-v3-large","en","diff - same","5",4.539219892307168,1.0817244999630877,208.42252487225608,4.196280931477527,4.015378875019358e-5,6.424606200030972e-5,0.20833333333333334,"lower","***","***"
"deberta-v3-large","en","diff - same","6",5.763782774907825,1.0817244999630877,208.42252487225298,5.328327846049993,2.5631323447835066e-7,9.837244223956426e-7,0.25,"lower","***","***"
"deberta-v3-large","en","diff - same","7",6.5419036623646996,1.0817244999630877,208.42252487225608,6.047661546528651,6.7083715811576675e-9,1.1828973323850269e-7,0.2916666666666667,"lower","***","***"
"deberta-v3-large","en","diff - same","8",6.462702775797272,1.0817244999630875,208.42252487225298,5.974444302609217,9.857477769875224e-9,1.1828973323850269e-7,0.3333333333333333,"middle","***","***"
"deberta-v3-large","en","diff - same","9",6.229231359393502,1.0817244999630877,208.42252487225608,5.7586116979009585,3.0103447662746234e-8,2.4082758130196987e-7,0.375,"middle","***","***"
"deberta-v3-large","en","diff - same","10",5.415775008231789,1.0817244999630877,208.42252487225608,5.006612134990558,1.1775313068249644e-6,3.532593920474893e-6,0.4166666666666667,"middle","***","***"
"deberta-v3-large","en","diff - same","11",5.286992253325334,1.0817244999630877,208.42252487225298,4.887558942693583,2.034771150976781e-6,5.42605640260475e-6,0.4583333333333333,"middle","***","***"
"deberta-v3-large","en","diff - same","12",5.859562528478456,1.0817244999630877,208.42252487225608,5.416871420290846,1.665109992204662e-7,9.363165589748569e-7,0.5,"middle","***","***"
"deberta-v3-large","en","diff - same","13",5.088927282429518,1.0817244999630877,208.42252487225298,4.704457819530916,4.6314561676181625e-6,1.111549480228359e-5,0.5416666666666666,"middle","***","***"
"deberta-v3-large","en","diff - same","14",4.654704222933169,1.0817244999630877,208.42252487225298,4.303040398079182,2.5901411698158947e-5,4.7817990827370366e-5,0.5833333333333334,"middle","***","***"
"deberta-v3-large","en","diff - same","15",4.573975370294072,1.0817244999630877,208.42252487225608,4.228410626227059,3.5221097344274934e-05,6.037902401875703e-5,0.625,"middle","***","***"
"deberta-v3-large","en","diff - same","16",4.2640915587160455,1.0817244999630877,208.42252487225298,3.941938597916153,1.1032739860342983e-4,1.4710319813790644e-4,0.6666666666666666,"middle","***","***"
"deberta-v3-large","en","diff - same","17",4.06762379136779,1.0817244999630877,208.42252487225608,3.7603140092570633,2.204338055803028e-4,2.784427017856456e-4,0.7083333333333334,"higher","***","***"
"deberta-v3-large","en","diff - same","18",3.9501383699665533,1.0817244999630877,208.42252487225298,3.651704634684105,3.294763604629864e-4,3.9537163255558364e-4,0.75,"higher","***","***"
"deberta-v3-large","en","diff - same","19",4.307490805963914,1.0817244999630877,208.42252487225608,3.9820590234490396,9.43686686402768e-5,1.332263557274496e-4,0.7916666666666666,"higher","***","***"
"deberta-v3-large","en","diff - same","20",4.989643983765829,1.0817244999630877,208.42252487225298,4.6126753937218705,6.934267673171072e-6,1.51293112869187e-5,0.8333333333333334,"higher","***","***"
"deberta-v3-large","en","diff - same","21",5.8245445307258334,1.0817244999630877,208.42252487225608,5.384499039195828,1.9506594978642852e-7,9.363165589748569e-7,0.875,"higher","***","***"
"deberta-v3-large","en","diff - same","22",5.73855106005528,1.0817244999630877,208.42252487225608,5.305002392245992,2.869196231987291e-7,9.837244223956426e-7,0.9166666666666666,"higher","***","***"
"deberta-v3-large","en","diff - same","23",4.935598948378028,1.0817244999630877,208.42252487225298,4.562713471449014,8.616760936464203e-6,1.7233521872928406e-5,0.9583333333333334,"higher","***","***"
"deberta-v3-large","en","diff - same","24",3.472244047334578,1.0817244999630877,208.42252487225608,3.209915322665857,0.001537631233192466,0.0016044847650703992,1,"higher","**","**"
"deberta-v3-large","zh","diff - same","1",0.2790444390639978,0.5896728814503354,237.9980207867396,0.47321904710569607,0.6364906445580039,0.6641641508431344,0.041666666666666664,"lower","",""
"deberta-v3-large","zh","diff - same","2",0.3319471927584034,0.5896728814503089,237.99802078668284,0.5629344729945431,0.5740094149257948,0.6473900907358983,0.08333333333333333,"lower","",""
"deberta-v3-large","zh","diff - same","3",0.21068363832758255,0.5896728814503088,237.99802078668284,0.357289007100688,0.7211920719036193,0.7211920719036193,0.125,"lower","",""
"deberta-v3-large","zh","diff - same","4",0.31522599815234537,0.5896728814503089,237.99802078668284,0.5345777431328409,0.5934409165079068,0.6473900907358983,0.16666666666666666,"lower","",""
"deberta-v3-large","zh","diff - same","5",0.3383251696854842,0.589672881450309,237.99802078668284,0.5737506002537687,0.5666783708033762,0.6473900907358983,0.20833333333333334,"lower","",""
"deberta-v3-large","zh","diff - same","6",0.6232597691229183,0.5896728814503089,237.99802078668284,1.0569585082325677,0.2916021858922717,0.3683396032323432,0.25,"lower","",""
"deberta-v3-large","zh","diff - same","7",0.9398490284153345,0.5896728814503088,237.99802078668284,1.5938481452695645,0.11229718909049397,0.14972958545399195,0.2916666666666667,"lower","",""
"deberta-v3-large","zh","diff - same","8",1.3651522695082838,0.5896728814503088,237.99802078668284,2.3151009864158456,0.021458924751873814,0.03029495259088068,0.3333333333333333,"middle","*","*"
"deberta-v3-large","zh","diff - same","9",2.11414649096055,0.5896728814503089,237.99802078668284,3.5852869573394255,4.08477945446438e-4,6.279908600865464e-4,0.375,"middle","***","***"
"deberta-v3-large","zh","diff - same","10",2.414638261414908,0.5896728814503089,237.99802078668284,4.094877579372602,5.7907741012794724e-5,1.1581548202558945e-4,0.4166666666666667,"middle","***","***"
"deberta-v3-large","zh","diff - same","11",2.6429794490046277,0.589672881450309,237.99802078668284,4.48211123852971,1.1490271650370398e-5,3.447081495111119e-5,0.4583333333333333,"middle","***","***"
"deberta-v3-large","zh","diff - same","12",3.0983400246199104,0.5896728814503089,237.99802078668284,5.254336975781383,3.298699649767804e-7,3.958439579721364e-6,0.5,"middle","***","***"
"deberta-v3-large","zh","diff - same","13",2.7586282902687533,0.5896728814503089,237.99802078668284,4.678234962211366,4.854891166866713e-6,1.9419564667466853e-5,0.5416666666666666,"middle","***","***"
"deberta-v3-large","zh","diff - same","14",2.7108060429501037,0.5896728814503089,237.99802078668284,4.597135341009472,6.956192401111375e-6,2.384980251809614e-5,0.5833333333333334,"middle","***","***"
"deberta-v3-large","zh","diff - same","15",2.5421707622072667,0.5896728814503089,237.99802078668284,4.311154272441292,2.3792826267247705e-5,5.710278304139449e-5,0.625,"middle","***","***"
"deberta-v3-large","zh","diff - same","16",2.4465978933302113,0.5896728814503089,237.99802078668284,4.149076496977051,4.6491741659914126e-5,1.0143652725799445e-4,0.6666666666666666,"middle","***","***"
"deberta-v3-large","zh","diff - same","17",2.3469573284992666,0.5896728814503089,237.99802078668284,3.980100496951617,9.150916911103631e-5,1.6894000451268243e-4,0.7083333333333334,"higher","***","***"
"deberta-v3-large","zh","diff - same","18",2.1101481886498368,0.5896728814503089,237.99802078668284,3.5785064143697722,4.186605733910309e-4,6.279908600865464e-4,0.75,"higher","***","***"
"deberta-v3-large","zh","diff - same","19",2.2540188787184823,0.5896728814503089,237.99802078668284,3.822490315604629,1.68720722638576e-4,2.8923552452327317e-4,0.7916666666666666,"higher","***","***"
"deberta-v3-large","zh","diff - same","20",2.5750638281560536,0.5896728814503089,237.99802078668284,4.366936159286564,1.8807737083053282e-5,5.015396555480875e-5,0.8333333333333334,"higher","***","***"
"deberta-v3-large","zh","diff - same","21",2.854839308999745,0.5896728814503088,237.99802078668284,4.841394947616087,2.321218687072671e-6,1.1300234233105532e-5,0.875,"higher","***","***"
"deberta-v3-large","zh","diff - same","22",2.9502680088208533,0.5896728814503088,237.99802078668284,5.003228233193677,1.0958617757447214e-6,8.766894205957771e-6,0.9166666666666666,"higher","***","***"
"deberta-v3-large","zh","diff - same","23",3.1397917060868332,0.5896728814503089,237.99802078668284,5.324633037836962,2.3390164828850653e-7,3.958439579721364e-6,0.9583333333333334,"higher","***","***"
"deberta-v3-large","zh","diff - same","24",2.853021843029181,0.5896728814503089,237.99802078668284,4.838312787951403,2.354215465230319e-6,1.1300234233105532e-5,1,"higher","***","***"
"gpt2","en","diff - same","1",0.808796505292509,0.7320503312604916,166.5507961643902,1.1048372915833136,0.2708236311344661,0.2708236311344661,0.08333333333333333,"lower","",""
"gpt2","en","diff - same","2",1.5116978906974035,0.7320503312604659,166.55079616439605,2.0650190651434,0.04047091604536315,0.044150090231305256,0.16666666666666666,"lower","*","*"
"gpt2","en","diff - same","3",3.4546320953179306,0.7320503312604659,166.55079616439605,4.719118273424783,4.993261656745432e-6,6.657682208993909e-6,0.25,"lower","***","***"
"gpt2","en","diff - same","4",4.974945242573004,0.7320503312604659,166.55079616439605,6.795906005543357,1.827216551845886e-10,2.740824827768829e-10,0.3333333333333333,"middle","***","***"
"gpt2","en","diff - same","5",5.788642804445426,0.7320503312604659,166.55079616439605,7.9074382692763345,3.4468996040292816e-13,5.908970749764482e-13,0.4166666666666667,"middle","***","***"
"gpt2","en","diff - same","6",6.783691092113075,0.7320503312604659,166.55079616439605,9.26670039262562,9.58963909824497e-17,2.301513383578793e-16,0.5,"middle","***","***"
"gpt2","en","diff - same","7",7.513828022583801,0.7320503312604658,166.55079616439605,10.264086636838577,1.8446190457553846e-19,5.533857137266154e-19,0.5833333333333334,"middle","***","***"
